feature_1,feature_2,feature_3,feature_4,feature_5,target
-1.2995645849115007,0.6082323802160107,-1.5184489439647402,1.0047696179871204,1.4953784904643452,1
-0.27384357179936536,1.358806467266783,1.1946741443280215,1.223678963369073,2.4673220689300335,1
-2.5105998732228536,-2.4231532471525465,-0.7683649473140721,2.4345507096853845,1.2271902183247265,0
0.3740015576229665,-0.7945794581155375,-0.09343407091699951,-1.2527815831567513,-2.1230908407697164,0
0.3788601000538223,1.1937715338749764,-0.18753412005487335,0.6334047227621107,1.692101096979318,1
-2.6574193923102056,0.6602673685760275,-0.2218609037953063,-1.2145495498110404,-1.7043897789154898,1
-0.712507786511891,1.5215133176685423,0.4283129624734963,-0.7913822400589807,-0.2135002500760077,1
-0.719673927847885,0.6208661955852539,1.5681047947182098,-0.393548355230314,-0.26280085872629355,0
-0.233344017679459,-1.3522404211711632,0.2686614266837726,-0.1545085655341177,-1.124558836645486,0
-1.1120194992173342,-0.4069881169740821,0.08733105791540921,0.6494081761253578,0.39845902804885625,0
-2.825053569670318,-1.778617853173295,0.6329617515098265,1.6273180182501734,0.5012114112292421,0
-0.5895190576144614,-1.106567789551777,-0.2049350378132454,-0.2785515336441018,-1.1995239699067866,0
2.1207152872801043,-0.16150641772560803,2.33416358012704,1.567409176353185,2.398537122716153,1
-0.6592885518647662,-0.16275424420618967,1.7698624206769662,0.5301857708866745,0.4816913922554661,0
-0.6940157952647161,-1.224879688653241,-0.7137538562706509,0.2484258800780715,-0.5887336855069387,0
-0.766568376068531,-1.0820627142178325,-0.6147728651569183,0.20103206440426952,-0.5737737486258301,0
-1.567089421830741,-0.4060711432662909,1.3059699173271888,1.8685469919539337,1.9485855791493392,1
1.7385365658319967,0.5949748128258951,0.23658175087619732,0.4701020153496583,1.3429486232335186,1
1.2933426564174042,0.9225276187458106,-0.1246177961901297,-0.3900755405096592,0.31657066238334197,1
1.7541240398127214,-0.7370087725890881,0.7821826079557601,0.13202788396883128,0.03220617986852159,1
-2.235938160484525,-0.9665397404430887,-0.6528967724115621,0.8597545455429896,0.10716867703319344,0
-1.064375602175616,0.5221685495362327,-0.09116911955618714,-0.3468017387314279,-0.3288833659585064,1
-0.003051746462539029,-0.2864748903152976,1.5213984978319222,-1.7228352652492165,-2.4966788598190375,0
-0.4286935612848567,-0.1944663462185603,0.6674607816393121,1.9456343067484827,2.4034883160787057,1
0.13140076359494834,-0.9136237736671449,-0.8943326230884198,-1.1449366264531162,-2.1010834703851575,0
-0.5788978865976606,3.8732687488815363,-0.02402785808060396,1.4891656644289475,4.389688385326772,1
0.021956927737334153,-0.06107265898271763,0.0495785204847066,-2.5973049797610384,-3.519457717363439,0
1.7206502355030893,-0.5101586373332647,0.6333613148436524,0.3757728043055345,0.49935733989615794,1
-0.8082113413407529,-0.655231877463919,-1.830768448394866,1.0532965576056499,0.8372802584888102,0
0.9059117037176557,0.9300179024325927,0.06526819534255347,0.9893092725700202,2.0986696821977073,1
1.3761938002155816,2.154385735475696,-0.13251667954189647,-0.830903626139973,0.5363709386305838,1
-3.175733955858795,1.2262389383604528,1.163508767954987,-2.1223769252738656,-2.654520320876804,1
-1.074092208658932,-0.9165120010214012,0.9039227507368559,-0.1517817555603805,-0.9981839570308046,0
